mean,median,max,truth,mean_cute,x1,y1,x2,y2,width,height
28.264741897583008,26.195322036743164,76.46185302734375,30.299999237060547,25.73723793029785,739,154,854,202,115,48
19.47854995727539,17.349388122558594,47.198707580566406,18.399999618530273,18.299591064453125,94,182,264,248,170,66
40.252079010009766,29.81817054748535,106.17970275878906,34.4900016784668,34.36334991455078,695,174,734,206,39,32
58.61993408203125,68.84980773925781,81.17105865478516,65.54000091552734,59.81257247924805,801,169,848,186,47,17
68.07136535644531,70.17488098144531,81.29338073730469,63.72999954223633,68.4625244140625,885,164,937,183,52,19
41.72083282470703,37.09326934814453,66.78993225097656,40.619998931884766,39.543846130371094,575,179,608,209,33,30
17.95073127746582,16.64361572265625,37.15669631958008,19.8700008392334,17.245704650878906,404,187,493,246,89,59
19.392515182495117,19.911766052246094,49.79047775268555,28.979999542236328,18.84551429748535,358,187,425,221,67,34
27.696443557739258,27.016685485839844,46.437767028808594,30.979999542236328,27.487957000732422,470,183,521,219,51,36
9.967578887939453,4.244607925415039,89.1859130859375,3.3499999046325684,8.61721134185791,0,199,302,369,302,170
43.53031921386719,29.489803314208984,74.56758880615234,32.380001068115234,41.772682189941406,442,172,497,206,55,34
6.924304485321045,6.133617401123047,26.76594352722168,7.730000019073486,6.330360412597656,774,193,1075,374,301,181
15.62586784362793,14.477165222167969,29.876537322998047,17.25,14.961020469665527,235,176,400,246,165,70
17.491506576538086,15.476093292236328,37.78297424316406,19.8700008392334,16.48421287536621,290,174,458,239,168,65
18.305267333984375,17.15301513671875,36.327049255371094,22.15999984741211,17.448591232299805,319,176,475,230,156,54
28.579025268554688,29.033287048339844,48.53253936767578,37.119998931884766,28.456645965576172,448,179,538,210,90,31
30.540054321289062,30.249553680419922,59.675838470458984,35.72999954223633,30.04298210144043,644,181,684,212,40,31
23.195762634277344,18.88227081298828,109.01280975341797,21.15999984741211,19.022708892822266,591,171,653,230,62,59
5.203266620635986,3.739604949951172,31.64999771118164,4.849999904632568,4.190892696380615,1010,177,1241,374,231,197
8.115059852600098,6.9272847175598145,31.794734954833984,8.649999618530273,7.090148448944092,851,171,1106,326,255,155
12.313455581665039,10.782115936279297,50.12508773803711,12.600000381469727,10.200225830078125,793,160,982,268,189,108
21.27754020690918,17.597326278686523,69.78223419189453,26.729999542236328,19.820201873779297,676,169,778,213,102,44
38.63314437866211,31.025712966918945,98.27656555175781,44.439998626708984,36.480133056640625,655,169,719,195,64,26
22.230701446533203,20.430784225463867,46.69977951049805,25.450000762939453,20.96303367614746,248,174,352,226,104,52
25.49229621887207,25.084537506103516,49.67677688598633,31.760000228881836,24.82964324951172,327,176,398,216,71,40
31.851469039916992,31.525127410888672,55.47220230102539,38.720001220703125,31.345983505249023,386,180,438,207,52,27
30.772354125976562,31.99329948425293,33.876644134521484,55.060001373291016,31.492910385131836,458,174,496,194,38,20
20.875181198120117,20.064346313476562,34.10511016845703,33.5,20.203575134277344,260,178,318,211,58,33
6.91928243637085,4.6994853019714355,18.206512451171875,2.4000000953674316,6.3449931144714355,0,224,256,374,256,150
7.9153242111206055,6.397921085357666,27.570383071899414,7.21999979019165,7.0864033699035645,109,195,468,374,359,179
8.272143363952637,5.282724857330322,44.76278305053711,6.53000020980835,6.658876419067383,845,171,1208,374,363,203
20.00294303894043,14.12429428100586,47.22404479980469,17.110000610351562,17.95398712158203,436,168,529,248,93,80
18.56761932373047,14.484622955322266,48.37178421020508,22.030000686645508,15.922676086425781,465,178,558,232,93,54
46.139556884765625,45.7799186706543,51.479248046875,53.20000076293945,46.21210861206055,715,158,783,180,68,22
8.013848304748535,6.2428131103515625,22.73065948486328,10.789999961853027,7.143818378448486,839,177,982,299,143,122
13.923261642456055,6.178954124450684,56.262718200683594,14.75,10.389847755432129,885,163,1022,252,137,89
24.183940887451172,20.19229507446289,50.8088264465332,26.18000030517578,23.010656356811523,760,160,901,213,141,53
20.177339553833008,14.789175033569336,51.96837615966797,19.1200008392334,17.71564483642578,1145,164,1241,227,96,63
24.584518432617188,23.700246810913086,47.3448486328125,28.40999984741211,24.062150955200195,1026,164,1140,202,114,38
17.25130844116211,14.020456314086914,45.44868469238281,15.770000457763672,15.53439712524414,677,177,779,255,102,78
27.459396362304688,27.285409927368164,35.16288375854492,30.489999771118164,27.61116600036621,414,176,522,213,108,37
9.29132080078125,8.805395126342773,12.564559936523438,9.90999984741211,9.119638442993164,1044,154,1241,299,197,145
84.17578887939453,70.08458709716797,124.64514923095703,56.369998931884766,82.46621704101562,547,177,572,199,25,22
34.312931060791016,31.224441528320312,47.62208938598633,41.40999984741211,33.22427749633789,572,181,602,207,30,26
6.884550094604492,5.952365398406982,27.133705139160156,11.979999542236328,6.339310169219971,764,186,945,301,181,115
11.048497200012207,8.251989364624023,27.262338638305664,23.920000076293945,9.985584259033203,763,184,839,233,76,49
25.394935607910156,22.860868453979492,37.849815368652344,36.65999984741211,24.914100646972656,649,178,737,209,88,31
6.190525531768799,5.214056968688965,21.355876922607422,6.119999885559082,5.3373942375183105,1013,147,1241,374,228,227
12.25706672668457,11.679101943969727,31.535816192626953,13.699999809265137,11.477468490600586,95,184,373,270,278,86
12.7160062789917,12.91123104095459,31.535816192626953,16.270000457763672,12.116381645202637,207,183,419,254,212,71
16.604684829711914,14.910507202148438,30.963241577148438,21.459999084472656,15.862375259399414,310,179,435,233,125,54
20.45088768005371,17.534318923950195,46.873504638671875,19.459999084472656,18.790555953979492,650,177,733,237,83,60
25.17930030822754,24.49011993408203,42.91416549682617,30.84000015258789,24.819181442260742,399,178,494,216,95,38
31.478580474853516,32.79295349121094,49.001033782958984,34.47999954223633,32.21516799926758,630,172,668,204,38,32
17.867969512939453,14.917827606201172,46.123863220214844,18.040000915527344,16.288288116455078,826,173,931,242,105,69
14.483753204345703,14.756806373596191,43.08887481689453,17.68000030517578,13.28197193145752,915,176,1046,237,131,61
17.4233341217041,18.771739959716797,29.09052085876465,22.68000030517578,17.380229949951172,0,189,115,248,115,59
10.40770149230957,8.206183433532715,44.529945373535156,10.520000457763672,8.738359451293945,725,172,938,314,213,142
9.62618637084961,8.198442459106445,37.72624588012695,14.619999885559082,8.524435043334961,154,172,383,259,229,87
7.488890171051025,7.53767204284668,25.98151397705078,12.15999984741211,6.459996700286865,31,175,330,280,299,105
12.8287935256958,10.586655616760254,50.2480354309082,17.309999465942383,11.775370597839355,281,180,458,248,177,68
20.176008224487305,17.855712890625,54.23151779174805,26.81999969482422,18.737415313720703,372,178,470,222,98,44
20.9674072265625,20.50337791442871,50.2480354309082,28.84000015258789,20.143535614013672,391,179,487,217,96,38
29.60784339904785,28.76885414123535,47.237388610839844,35.779998779296875,29.980985641479492,699,176,770,207,71,31
48.27183532714844,43.22528839111328,68.7860107421875,48.0099983215332,46.8897705078125,621,177,653,199,32,22
45.55644226074219,40.66242218017578,66.59111022949219,39.11000061035156,44.07583999633789,593,166,628,195,35,29
52.002532958984375,50.031009674072266,81.98432159423828,46.689998626708984,50.61873245239258,587,171,614,198,27,27
17.80729866027832,13.19618034362793,97.90874481201172,14.9399995803833,13.396775245666504,407,176,524,269,117,93
27.77213478088379,23.775360107421875,67.68798065185547,24.969999313354492,25.512319564819336,192,185,291,237,99,52
10.912327766418457,6.933021545410156,69.41203308105469,7.929999828338623,8.452473640441895,83,192,367,365,284,173
25.0717830657959,20.723474502563477,50.87692642211914,24.399999618530273,22.882862091064453,0,180,68,233,68,53
33.37831115722656,26.869319915771484,57.92619705200195,31.030000686645508,31.475637435913086,71,183,171,222,100,39
29.147035598754883,27.71085548400879,59.41598129272461,36.290000915527344,28.239072799682617,171,184,245,217,74,33
37.09651565551758,30.887142181396484,105.7593994140625,30.850000381469727,31.584814071655273,493,184,543,221,50,37
80.22298431396484,80.41838073730469,98.34998321533203,66.47000122070312,79.8912124633789,551,180,572,198,21,18
33.44980239868164,27.88701057434082,69.28617858886719,27.079999923706055,30.580402374267578,583,178,631,226,48,48
5.89785623550415,4.582796096801758,18.484333038330078,6.159999847412109,5.099523544311523,0,192,423,374,423,182
24.912799835205078,22.846647262573242,45.99723434448242,25.959999084472656,23.58414077758789,492,171,559,222,67,51
15.336304664611816,12.609476089477539,43.84181594848633,13.670000076293945,13.793792724609375,690,173,795,266,105,93
15.39543342590332,12.825922012329102,40.56566619873047,18.530000686645508,13.899269104003906,677,183,749,243,72,60
44.46484375,44.2344970703125,50.598758697509766,50.779998779296875,44.24964141845703,635,174,660,196,25,22
14.40726375579834,16.7479305267334,84.78819274902344,19.65999984741211,14.310617446899414,249,169,434,231,185,62
76.73114013671875,74.25714111328125,93.18567657470703,71.27999877929688,75.89806365966797,564,183,581,196,17,13
5.800546169281006,4.433171272277832,90.93411254882812,3.8399999141693115,5.399816036224365,0,210,215,374,215,164
14.77043628692627,11.55128288269043,37.76468276977539,12.75,12.639671325683594,285,183,470,295,185,112
15.073240280151367,12.647995948791504,37.7313117980957,17.049999237060547,13.149744987487793,231,187,378,262,147,75
31.65030860900879,27.85196304321289,47.22489929199219,32.75,30.56334686279297,218,186,296,220,78,34
6.319245338439941,3.612499237060547,17.19403839111328,4.260000228881836,5.65114688873291,0,214,362,374,362,160
25.17449378967285,21.26189422607422,55.14301681518555,21.100000381469727,23.342161178588867,639,180,711,237,72,57
31.55034637451172,32.19853210449219,39.23088455200195,35.599998474121094,31.790620803833008,419,179,512,211,93,32
9.023635864257812,7.396744728088379,19.71375846862793,15.5600004196167,8.446425437927246,877,164,1127,256,250,92
18.7724609375,17.970439910888672,28.079368591308594,17.6299991607666,18.381214141845703,821,175,931,245,110,70
21.299922943115234,21.351749420166016,31.2559757232666,19.510000228881836,21.60084342956543,730,173,809,240,79,67
30.08470344543457,27.462621688842773,62.88227844238281,29.190000534057617,27.948135375976562,222,191,285,229,63,38
34.89500045776367,33.28874969482422,96.56262969970703,32.959999084472656,33.882904052734375,405,176,499,216,94,40
36.51773452758789,32.275177001953125,83.92871856689453,36.939998626708984,32.66891860961914,0,192,42,225,42,33
67.90068054199219,53.04460906982422,138.6373291015625,57.75,61.77473449707031,170,184,198,208,28,24
21.123329162597656,16.107460021972656,96.56262969970703,16.860000610351562,19.182401657104492,335,195,464,264,129,69
39.76544189453125,37.55699920654297,98.00645446777344,41.439998626708984,37.842735290527344,594,177,625,207,31,30
10.067475318908691,4.430384635925293,96.56262969970703,3.3499999046325684,8.672746658325195,0,199,302,369,302,170
55.01605224609375,53.060302734375,78.10206604003906,43.25,54.65631866455078,446,171,480,196,34,25
49.18473815917969,40.22319412231445,99.42872619628906,41.790000915527344,45.124996185302734,643,176,675,202,32,26
19.049728393554688,13.842032432556152,85.09274291992188,15.050000190734863,14.905529975891113,707,184,817,260,110,76
7.485154628753662,4.282273292541504,51.85723114013672,4.0,5.3758697509765625,951,192,1241,374,290,182
40.913352966308594,37.701847076416016,84.79814910888672,38.02000045776367,39.2529182434082,719,175,763,204,44,29
28.167625427246094,22.430152893066406,63.51569366455078,24.610000610351562,25.943586349487305,784,177,873,224,89,47
57.14216995239258,54.89862823486328,84.3348617553711,51.9900016784668,56.02490234375,597,179,620,202,23,23
4.7190680503845215,3.4751391410827637,13.413369178771973,4.579999923706055,4.316930294036865,833,202,1241,374,408,172
8.392741203308105,7.259122848510742,28.984437942504883,9.609999656677246,7.55469274520874,738,184,957,327,219,143
55.509647369384766,52.971290588378906,86.05962371826172,47.09000015258789,54.319580078125,549,182,577,205,28,23
17.897340774536133,16.685009002685547,36.920616149902344,19.93000030517578,17.321186065673828,685,182,763,242,78,60
22.536474227905273,19.282594680786133,71.62200164794922,24.40999984741211,20.267539978027344,663,177,729,230,66,53
36.61379623413086,30.358308792114258,78.55174255371094,37.959999084472656,34.088165283203125,643,177,682,207,39,30
40.48283004760742,39.63393783569336,49.06198501586914,57.91999816894531,40.49896240234375,431,183,484,203,53,20
39.20255661010742,40.512855529785156,48.23906326293945,57.86000061035156,39.366416931152344,358,184,417,205,59,21
20.392229080200195,17.178503036499023,45.000267028808594,19.389999389648438,18.952354431152344,782,184,930,243,148,59
48.08232116699219,43.79808044433594,82.46202087402344,42.869998931884766,46.54523849487305,289,186,343,213,54,27
21.646894454956055,17.697418212890625,49.50663757324219,19.739999771118164,19.282167434692383,557,173,628,238,71,65
18.41571617126465,15.949882507324219,29.340572357177734,26.360000610351562,18.157194137573242,483,182,540,221,57,39
10.66408920288086,7.30889892578125,25.17037582397461,8.359999656677246,9.758302688598633,0,191,126,334,126,143
56.75944137573242,54.518798828125,77.40113067626953,54.2599983215332,56.4788703918457,476,182,540,201,64,19
7.146860599517822,5.670313358306885,26.155168533325195,7.550000190734863,6.136542797088623,750,163,1068,365,318,202
5.796153545379639,4.385632038116455,10.99173641204834,2.7799999713897705,5.584820747375488,0,207,285,374,285,167
22.269731521606445,21.058578491210938,54.15699005126953,24.530000686645508,21.13780403137207,658,173,712,218,54,45
82.71163177490234,82.93868255615234,88.65458679199219,73.5999984741211,82.72602081298828,590,178,606,191,16,13
28.903701782226562,16.436914443969727,126.1242904663086,19.18000030517578,21.07572364807129,568,178,636,242,68,64
26.54443359375,24.46491050720215,42.43022155761719,27.520000457763672,25.595115661621094,42,209,165,254,123,45
28.895610809326172,24.794836044311523,54.78087615966797,28.1299991607666,27.36863899230957,161,200,257,247,96,47
28.65317153930664,24.902009963989258,57.1164436340332,25.479999542236328,26.53497886657715,569,175,623,225,54,50
7.485082626342773,6.394279479980469,32.318336486816406,9.630000114440918,6.797284126281738,184,195,426,332,242,137
21.90289306640625,22.717998504638672,46.33314514160156,26.479999542236328,21.104341506958008,351,181,423,222,72,41
24.78947639465332,23.398479461669922,52.159698486328125,36.18000030517578,23.69529914855957,333,176,389,207,56,31
32.51142883300781,30.802574157714844,45.10546112060547,44.439998626708984,32.11996841430664,533,180,563,203,30,23
81.72529602050781,80.27751159667969,100.10343933105469,69.05999755859375,81.24169158935547,582,175,599,188,17,13
27.083524703979492,20.844207763671875,68.39421844482422,21.309999465942383,24.771169662475586,286,180,396,239,110,59
69.28534698486328,52.33974838256836,126.58858489990234,55.189998626708984,65.70497131347656,495,174,522,194,27,20
56.382965087890625,47.52178955078125,86.1656494140625,51.849998474121094,54.34821701049805,681,174,714,196,33,22
29.427846908569336,22.338529586791992,53.44713592529297,41.02000045776367,27.476484298706055,800,174,866,201,66,27
32.093013763427734,22.82479476928711,58.12554931640625,20.6299991607666,30.424869537353516,985,139,1164,195,179,56
49.066490173339844,28.816823959350586,106.4020004272461,34.689998626708984,45.17579650878906,506,173,549,206,43,33
58.53446578979492,49.39453887939453,85.78057861328125,56.130001068115234,57.207489013671875,618,175,648,195,30,20
6.328141689300537,4.513513088226318,21.23677635192871,5.449999809265137,5.488999843597412,822,200,1241,374,419,174
5.871868133544922,5.794612407684326,7.277855396270752,6.179999828338623,5.880329132080078,0,203,124,374,124,171
7.256694316864014,6.602165699005127,26.22110939025879,8.4399995803833,6.73003625869751,0,190,260,334,260,144
8.436264991760254,6.9006853103637695,27.675954818725586,10.949999809265137,7.587902545928955,12,187,322,296,310,109
12.299806594848633,9.222061157226562,40.46854782104492,13.40999984741211,10.580087661743164,132,177,369,271,237,94
15.898080825805664,12.7677583694458,45.588871002197266,15.229999542236328,14.117559432983398,684,182,807,261,123,79
16.05670928955078,15.42629623413086,27.28321075439453,19.059999465942383,15.648194313049316,298,185,475,244,177,59
23.788549423217773,22.789302825927734,50.655487060546875,25.979999542236328,22.455713272094727,664,180,728,221,64,41
16.76335334777832,15.51298713684082,28.536523818969727,21.579999923706055,16.128860473632812,326,179,461,233,135,54
19.727800369262695,16.805187225341797,47.43461990356445,24.06999969482422,18.372901916503906,362,170,471,224,109,54
38.88850784301758,36.808719635009766,72.58027648925781,45.4900016784668,37.96902847290039,643,171,677,201,34,30
47.80823516845703,43.99074935913086,99.55809020996094,50.90999984741211,44.42455291748047,641,175,665,198,24,23
11.923789024353027,10.399736404418945,43.922428131103516,12.819999694824219,10.70936107635498,752,161,901,286,149,125
5.373457431793213,5.216055870056152,16.70036506652832,7.090000152587891,5.005131244659424,832,188,1152,374,320,186
21.74765396118164,19.29875373840332,83.40747833251953,22.59000015258789,19.56695556640625,708,174,777,234,69,60
26.764949798583984,27.123729705810547,46.856407165527344,34.11000061035156,26.015647888183594,694,180,732,212,38,32
5.77737283706665,3.867316722869873,62.60506057739258,4.809999942779541,4.082912921905518,0,195,283,374,283,179
4.5470991134643555,3.5336403846740723,31.840896606445312,9.069999694824219,3.589318037033081,0,193,202,341,202,148
21.292335510253906,19.654544830322266,30.810087203979492,20.93000030517578,20.66015625,312,197,411,252,99,55
19.305606842041016,19.70957374572754,31.35785484313965,21.729999542236328,19.598108291625977,226,199,354,257,128,58
21.36077117919922,20.0382022857666,30.402164459228516,24.479999542236328,21.089927673339844,1094,184,1223,235,129,51
21.630186080932617,19.8200740814209,30.68022346496582,23.75,21.310489654541016,1032,183,1157,232,125,49
22.623748779296875,20.937959671020508,31.072126388549805,24.229999542236328,22.791208267211914,952,181,1068,234,116,53
32.12606430053711,32.54779052734375,52.99463653564453,36.83000183105469,32.41262435913086,602,172,636,202,34,30
11.944046974182129,9.37712574005127,38.319149017333984,10.520000457763672,10.088338851928711,227,177,466,318,239,141
12.742427825927734,10.932958602905273,38.319149017333984,14.84000015258789,11.05852222442627,189,181,362,267,173,86
19.883583068847656,22.963533401489258,35.57272720336914,26.90999984741211,19.43590545654297,425,184,494,225,69,41
26.6512508392334,18.885955810546875,95.51622772216797,20.959999084472656,20.87993621826172,582,176,644,236,62,60
11.525838851928711,8.418525695800781,25.277172088623047,9.390000343322754,10.773967742919922,870,166,1223,278,353,112
24.378929138183594,23.748886108398438,33.422237396240234,27.989999771118164,24.150663375854492,710,172,831,210,121,38
48.901268005371094,40.854225158691406,90.33963012695312,41.369998931884766,45.727664947509766,570,180,603,209,33,29
7.046019554138184,5.837249279022217,30.376340866088867,7.059999942779541,6.195549488067627,0,201,305,375,305,174
14.923172950744629,13.342109680175781,66.12358093261719,16.709999084472656,12.884871482849121,177,185,326,262,149,77
19.6728458404541,18.04970932006836,73.74842071533203,22.670000076293945,17.7397403717041,291,184,391,238,100,54
26.492259979248047,27.368539810180664,45.8173828125,31.760000228881836,26.053485870361328,477,184,525,219,48,35
34.40694808959961,32.88508224487305,55.981937408447266,42.97999954223633,33.82284164428711,500,184,534,210,34,26
14.936015129089355,7.063720703125,67.55278015136719,18.290000915527344,10.693155288696289,70,183,230,253,160,70
31.222412109375,23.94697380065918,74.64276123046875,25.100000381469727,27.18419075012207,555,179,610,229,55,50
5.657480716705322,3.65545654296875,70.40164947509766,4.940000057220459,4.009571552276611,0,179,367,375,367,196
17.068063735961914,14.661539077758789,72.12373352050781,18.260000228881836,13.412288665771484,225,177,358,251,133,74
22.861072540283203,16.95990753173828,79.19520568847656,20.059999465942383,18.642593383789062,440,178,528,245,88,67
31.164438247680664,28.12809944152832,66.96890258789062,30.3799991607666,28.94939422607422,378,182,439,219,61,37
9.759084701538086,4.986289024353027,64.44802856445312,25.290000915527344,8.47582721710205,201,184,299,229,98,45
24.331239700317383,21.26258659362793,62.871604919433594,33.40999984741211,22.78644371032715,493,181,539,216,46,35
39.89991760253906,38.07990646362305,68.47322082519531,45.959999084472656,38.82328796386719,523,181,554,204,31,23
30.571603775024414,27.342266082763672,66.96890258789062,38.68000030517578,28.028581619262695,343,181,396,211,53,30
2.9784305095672607,2.9439845085144043,3.5108642578125,15.109999656677246,2.9636390209198,0,189,117,268,117,79
5.974578857421875,4.5018815994262695,23.87019920349121,6.269999980926514,5.077060699462891,777,158,1220,374,443,216
6.257196426391602,6.416337013244629,8.469329833984375,1.649999976158142,6.444762229919434,0,219,187,374,187,155
21.942312240600586,20.12615203857422,54.61351013183594,23.25,20.27448081970215,666,175,725,221,59,46
9.91325855255127,6.041552543640137,52.07257080078125,7.5,7.513336658477783,114,190,414,371,300,181
21.201753616333008,16.712718963623047,110.52867889404297,18.3799991607666,17.070816040039062,509,169,584,237,75,68
28.816875457763672,17.589824676513672,100.32731628417969,25.299999237060547,23.635787963867188,500,168,558,216,58,48
40.03623962402344,30.976295471191406,120.60445404052734,30.280000686645508,33.58251953125,591,167,627,203,36,36
6.037883758544922,5.5110368728637695,18.864742279052734,6.239999771118164,5.6884379386901855,9,189,421,374,412,185
11.275529861450195,10.140928268432617,30.95164680480957,11.760000228881836,10.473873138427734,352,156,514,299,162,143
15.251174926757812,14.8543701171875,34.951438903808594,17.770000457763672,13.993339538574219,471,167,563,252,92,85
31.733976364135742,30.504695892333984,42.68907928466797,33.290000915527344,31.073915481567383,576,181,630,216,54,35
45.448997497558594,40.93080520629883,71.76962280273438,44.650001525878906,43.4093132019043,654,181,694,207,40,26
5.954626560211182,4.547747611999512,13.302887916564941,4.769999980926514,5.461560249328613,0,213,248,374,248,161
6.769149303436279,4.814375877380371,30.469932556152344,6.809999942779541,5.517833709716797,827,180,1241,374,414,194
18.54850196838379,14.743183135986328,62.87873840332031,16.84000015258789,16.858457565307617,767,169,863,246,96,77
22.523645401000977,20.82254409790039,60.20155334472656,22.959999084472656,20.76483154296875,741,171,805,224,64,53
45.700008392333984,42.46415710449219,61.87881088256836,45.33000183105469,44.8155403137207,619,168,664,197,45,29
48.140377044677734,45.396766662597656,71.46797180175781,52.529998779296875,46.453468322753906,653,172,687,193,34,21
38.18975830078125,31.511751174926758,82.33795166015625,58.369998931884766,36.698448181152344,836,182,894,204,58,22
28.949003219604492,20.812116622924805,110.38641357421875,21.450000762939453,22.940427780151367,548,174,610,235,62,61
57.446102142333984,50.339637756347656,85.7406234741211,55.209999084472656,55.35905075073242,283,177,324,197,41,20
5.56535530090332,4.190710067749023,14.230765342712402,4.210000038146973,4.928919315338135,0,217,233,374,233,157
8.567313194274902,7.582198143005371,25.94343376159668,8.90999984741211,8.012081146240234,148,200,419,355,271,155
5.256762504577637,3.9199938774108887,14.479326248168945,3.890000104904175,4.597875595092773,869,186,1241,374,372,188
9.567873001098633,7.730281829833984,50.81718063354492,9.300000190734863,8.383100509643555,761,171,981,313,220,142
12.557255744934082,12.547910690307617,22.59650993347168,16.56999969482422,12.506696701049805,1056,134,1241,229,185,95
31.1468505859375,26.86403465270996,60.41182327270508,30.829999923706055,28.38792610168457,647,172,702,209,55,37
43.85887145996094,40.45491027832031,64.33718872070312,45.709999084472656,42.5540885925293,591,176,630,199,39,23
13.310806274414062,8.709842681884766,40.824127197265625,23.100000381469727,12.202143669128418,772,168,892,218,120,50
61.76176834106445,63.00185775756836,66.02105712890625,60.68000030517578,61.95473861694336,549,173,594,192,45,19
6.737059593200684,5.059919834136963,21.78272247314453,6.769999980926514,5.986076831817627,0,201,410,374,410,173
33.52623748779297,27.715625762939453,71.89988708496094,29.389999389648438,30.98255729675293,499,185,554,224,55,39
17.80754852294922,14.696581840515137,49.2051887512207,17.3700008392334,15.70125961303711,437,182,521,255,84,73
18.14619255065918,14.588530540466309,55.91495132446289,17.40999984741211,15.646289825439453,656,165,748,250,92,85
28.80375099182129,27.05905532836914,68.87259674072266,30.940000534057617,27.510759353637695,507,182,550,218,43,36
24.199373245239258,20.274124145507812,62.755455017089844,27.719999313354492,22.009370803833008,633,181,692,222,59,41
6.894043922424316,6.602799415588379,9.799002647399902,0.9100000262260437,6.74601936340332,1058,248,1241,374,183,126
17.226444244384766,14.12251091003418,43.06504821777344,14.880000114440918,15.512879371643066,425,183,539,275,114,92
7.134879112243652,5.702914714813232,19.00374412536621,6.78000020980835,6.541979789733887,784,212,1068,374,284,162
13.318124771118164,12.06871223449707,44.42861557006836,13.0,12.445504188537598,706,191,833,297,127,106
18.63502311706543,17.641687393188477,51.193904876708984,18.389999389648438,17.258798599243164,666,190,752,259,86,69
16.034164428710938,14.548209190368652,39.7695426940918,20.299999237060547,15.364606857299805,481,191,551,254,70,63
24.901397705078125,20.05748748779297,65.01609802246094,25.100000381469727,22.646324157714844,654,187,716,236,62,49
32.34829330444336,28.851694107055664,66.6817626953125,30.020000457763672,30.42509651184082,639,186,687,225,48,39
32.61088180541992,35.2168083190918,41.92722702026367,40.52000045776367,33.117698669433594,539,186,574,215,35,29
40.71875,39.801841735839844,57.15625,46.130001068115234,40.14704132080078,556,179,587,211,31,32
45.001502990722656,43.981178283691406,59.82818603515625,52.06999969482422,44.35639953613281,570,181,599,208,29,27
42.73674011230469,38.71228790283203,73.43275451660156,42.38999938964844,41.830421447753906,451,195,527,222,76,27
31.935035705566406,22.973539352416992,70.7492446899414,26.350000381469727,28.671340942382812,726,179,783,227,57,48
25.110124588012695,24.995161056518555,42.232418060302734,34.470001220703125,24.844940185546875,192,199,250,232,58,33
33.75046920776367,32.0571403503418,55.183231353759766,42.13999938964844,33.22163009643555,245,191,286,223,41,32
58.217529296875,51.47767639160156,81.66111755371094,52.16999816894531,56.97854995727539,796,179,828,199,32,20
44.67045974731445,29.431957244873047,91.75457000732422,71.83000183105469,41.79739761352539,866,174,893,189,27,15
32.62063980102539,31.9775390625,45.593536376953125,36.439998626708984,32.14413833618164,149,176,221,206,72,30
56.8380241394043,56.18616485595703,62.51877975463867,68.06999969482422,56.5547981262207,349,171,382,187,33,16
63.11636734008789,62.137962341308594,69.79447937011719,69.20999908447266,62.745323181152344,287,159,327,186,40,27
30.225746154785156,25.5556640625,116.33428192138672,29.329999923706055,25.742158889770508,571,169,615,213,44,44
